order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit,customer_age,customer_gender,calc_total,is_returned,returned_amount,net_sales,gross_before_discount,discount_amount,delivery_days,return_lag_days,year_month,year,quarter,weekday,month_num,age_group,price_band,discount_band,delivery_band,profit_pct_of_sales,net_profit,is_partial_month
O109449,C12548,P231074,Electronics,155.05,0.0,4,Credit Card,2024-05-22,2024-05-26,South,No,,Not Returned,620.2,9.61,64.81,58,Female,620.2,0,0.0,620.2,620.2,0.0,4,,2024-05-01,2024,2024Q2,Wednesday,5,56-69,$100-250,0%,4-5d,0.104498548855208,64.81,0
O109450,C13129,P202516,Beauty,12.36,0.0,1,Credit Card,2023-12-06,2023-12-11,East,No,,Not Returned,12.36,4.02,1.54,65,Male,12.36,0,0.0,12.36,12.36,0.0,5,,2023-12-01,2023,2023Q4,Wednesday,12,56-69,<$20,0%,4-5d,0.12459546925566344,1.54,0
O109451,C11221,P222622,Beauty,6.02,0.1,1,Debit Card,2025-03-05,2025-03-10,East,No,,Not Returned,5.42,1.51,0.93,60,Male,5.418,0,0.0,5.42,6.02,0.5999999999999996,5,,2025-03-01,2025,2025Q1,Wednesday,3,56-69,<$20,6-10%,4-5d,0.17158671586715868,0.93,0
O109452,C16354,P245923,Grocery,34.55,0.15,1,Credit Card,2024-01-19,2024-01-24,South,No,,Not Returned,29.37,6.74,-4.39,45,Male,29.367499999999996,0,0.0,29.37,34.55,5.179999999999996,5,,2024-01-01,2024,2024Q1,Friday,1,36-45,$20-50,11-20%,4-5d,-0.1494722505958461,-4.39,0
O109453,C10901,P249242,Electronics,1190.0,0.1,1,Debit Card,2024-11-20,2024-11-24,West,Yes,2024-11-27,Missing/Wrong item,1071.0,8.88,119.64,38,Female,1071.0,1,1071.0,0.0,1190.0,119.0,4,3.0,2024-11-01,2024,2024Q4,Wednesday,11,36-45,$500+,6-10%,4-5d,0.11170868347338936,0.0,0
O109454,C16188,P248171,Home,273.85,0.0,1,Debit Card,2024-01-25,2024-01-28,North,No,,Not Returned,273.85,7.26,69.42,46,Female,273.85,0,0.0,273.85,273.85,0.0,3,,2024-01-01,2024,2024Q1,Thursday,1,46-55,$250-500,0%,0-3d,0.2534964396567464,69.42,0
O109455,C13168,P201479,Grocery,6.6,0.15,1,Credit Card,2024-05-10,2024-05-13,North,No,,Not Returned,5.61,2.73,-2.28,28,Male,5.609999999999999,0,0.0,5.61,6.6,0.9899999999999993,3,,2024-05-01,2024,2024Q2,Friday,5,26-35,<$20,11-20%,0-3d,-0.4064171122994652,-2.28,0
O109456,C15398,P217338,Fashion,7.79,0.05,1,Debit Card,2025-04-04,2025-04-09,South,No,,Not Returned,7.4,2.55,0.04,39,Female,7.4005,0,0.0,7.4,7.79,0.3899999999999997,5,,2025-04-01,2025,2025Q2,Friday,4,36-45,<$20,1-5%,4-5d,0.005405405405405405,0.04,0
O109457,C16678,P227007,Toys,5.97,0.0,4,UPI,2025-07-03,2025-07-08,South,No,,Not Returned,23.88,5.65,3.9,35,Female,23.88,0,0.0,23.88,23.88,0.0,5,,2025-07-01,2025,2025Q3,Thursday,7,26-35,<$20,0%,4-5d,0.16331658291457288,3.9,0
O109458,C15529,P240982,Electronics,530.63,0.2,3,Credit Card,2024-11-05,2024-11-10,East,No,,Not Returned,1273.51,10.53,142.29,52,Female,1273.512,0,0.0,1273.51,1591.8899999999999,318.3799999999999,5,,2024-11-01,2024,2024Q4,Tuesday,11,46-55,$500+,11-20%,4-5d,0.1117305714128668,142.29,0
O109459,C16604,P245078,Electronics,159.47,0.05,1,PayPal,2025-04-25,2025-04-28,North,No,,Not Returned,151.5,6.04,12.14,21,Male,151.4965,0,0.0,151.5,159.47,7.969999999999999,3,,2025-04-01,2025,2025Q2,Friday,4,18-25,$100-250,1-5%,0-3d,0.08013201320132013,12.14,0
O109460,C14486,P221836,Fashion,114.7,0.0,1,UPI,2025-01-25,2025-01-31,East,No,,Not Returned,114.7,7.58,32.56,43,Female,114.7,0,0.0,114.7,114.7,0.0,6,,2025-01-01,2025,2025Q1,Saturday,1,36-45,$100-250,0%,6-7d,0.2838709677419355,32.56,0
O109461,C13918,P229246,Toys,37.45,0.0,1,Credit Card,2025-03-14,2025-03-18,West,No,,Not Returned,37.45,6.6,8.38,33,Female,37.45,0,0.0,37.45,37.45,0.0,4,,2025-03-01,2025,2025Q1,Friday,3,26-35,$20-50,0%,4-5d,0.22376502002670226,8.38,0
O109462,C11067,P202547,Electronics,137.89,0.05,2,Wallet,2024-05-31,2024-06-04,West,No,,Not Returned,261.99,8.69,22.75,23,Male,261.991,0,0.0,261.99,275.78,13.789999999999964,4,,2024-05-01,2024,2024Q2,Friday,5,18-25,$100-250,1-5%,4-5d,0.08683537539600748,22.75,0
O109463,C10026,P237691,Home,165.68,0.1,1,Debit Card,2024-08-13,2024-08-17,North,No,,Not Returned,149.11,6.36,35.39,54,Female,149.11200000000002,0,0.0,149.11,165.68,16.569999999999993,4,,2024-08-01,2024,2024Q3,Tuesday,8,46-55,$100-250,6-10%,4-5d,0.23734155992220507,35.39,0
O109464,C16937,P228130,Electronics,239.78,0.3,2,Credit Card,2025-07-29,2025-08-04,South,No,,Not Returned,335.69,8.89,31.39,38,Male,335.692,0,0.0,335.69,479.56,143.87,6,,2025-07-01,2025,2025Q3,Tuesday,7,36-45,$100-250,21-30%,6-7d,0.09350889213262237,31.39,0
O109465,C17264,P249340,Fashion,16.9,0.0,1,Credit Card,2024-01-14,2024-01-22,South,No,,Not Returned,16.9,3.84,2.07,59,Other,16.9,0,0.0,16.9,16.9,0.0,8,,2024-01-01,2024,2024Q1,Sunday,1,56-69,<$20,0%,8-10d,0.12248520710059171,2.07,0
O109466,C17118,P248975,Home,127.43,0.1,1,Debit Card,2025-04-08,2025-04-12,South,No,,Not Returned,114.69,7.09,25.02,56,Male,114.68700000000001,0,0.0,114.69,127.43,12.740000000000009,4,,2025-04-01,2025,2025Q2,Tuesday,4,56-69,$100-250,6-10%,4-5d,0.21815328276222862,25.02,0
O109467,C10547,P200459,Fashion,94.3,0.0,1,Credit Card,2025-08-21,2025-08-26,West,No,,Not Returned,94.3,6.66,26.34,33,Male,94.3,0,0.0,94.3,94.3,0.0,5,,2025-08-01,2025,2025Q3,Thursday,8,26-35,$50-100,0%,4-5d,0.27932131495227996,26.34,0
O109468,C12668,P202236,Fashion,133.54,0.05,2,Debit Card,2025-03-09,2025-03-14,South,No,,Not Returned,253.73,6.91,81.9,43,Male,253.72599999999997,0,0.0,253.73,267.08,13.349999999999994,5,,2025-03-01,2025,2025Q1,Sunday,3,36-45,$100-250,1-5%,4-5d,0.32278406179797425,81.9,0
O109469,C10566,P220830,Home,17.97,0.0,1,UPI,2024-12-31,2025-01-03,North,No,,Not Returned,17.97,4.79,0.24,27,Female,17.97,0,0.0,17.97,17.97,0.0,3,,2024-12-01,2024,2024Q4,Tuesday,12,26-35,<$20,0%,0-3d,0.01335559265442404,0.24,0
O109470,C10703,P200580,Sports,63.35,0.05,1,Credit Card,2025-01-17,2025-01-22,South,No,,Not Returned,60.18,6.96,11.09,69,Female,60.1825,0,0.0,60.18,63.35,3.1700000000000017,5,,2025-01-01,2025,2025Q1,Friday,1,56-69,$50-100,1-5%,4-5d,0.18428049185776005,11.09,0
O109471,C15338,P214439,Electronics,351.41,0.0,1,Credit Card,2023-11-29,2023-12-04,South,Yes,2023-12-06,Not as described,351.41,9.58,32.59,51,Female,351.41,1,351.41,0.0,351.41,0.0,5,2.0,2023-11-01,2023,2023Q4,Wednesday,11,46-55,$250-500,0%,4-5d,0.09274067328761276,0.0,0
O109472,C14280,P204715,Home,64.31,0.15,1,Credit Card,2023-12-26,2023-12-30,South,Yes,2024-01-11,Missing/Wrong item,54.66,6.2,9.1,66,Female,54.6635,1,54.66,0.0,64.31,9.650000000000006,4,12.0,2023-12-01,2023,2023Q4,Tuesday,12,56-69,$50-100,11-20%,4-5d,0.16648371752652763,0.0,0
O109473,C13140,P226107,Fashion,23.79,0.0,1,Credit Card,2024-10-17,2024-10-22,Central,Yes,2024-11-08,Not as described,23.79,3.19,5.14,35,Male,23.79,1,23.79,0.0,23.79,0.0,5,17.0,2024-10-01,2024,2024Q4,Thursday,10,26-35,$20-50,0%,4-5d,0.216057166876839,0.0,0
O109474,C17996,P225944,Home,204.62,0.05,2,Wallet,2024-05-12,2024-05-15,North,No,,Not Returned,388.78,9.38,99.48,59,Female,388.77799999999996,0,0.0,388.78,409.24,20.460000000000036,3,,2024-05-01,2024,2024Q2,Sunday,5,56-69,$100-250,1-5%,0-3d,0.25587735994649935,99.48,0
O109475,C17297,P231764,Toys,32.0,0.15,1,Debit Card,2024-01-23,2024-01-29,Central,No,,Not Returned,27.2,4.73,6.15,36,Female,27.2,0,0.0,27.2,32.0,4.800000000000001,6,,2024-01-01,2024,2024Q1,Tuesday,1,36-45,$20-50,11-20%,6-7d,0.22610294117647062,6.15,0
O109476,C11590,P243394,Grocery,18.19,0.0,1,Debit Card,2025-03-20,2025-03-24,North,No,,Not Returned,18.19,4.82,-3.36,25,Female,18.19,0,0.0,18.19,18.19,0.0,4,,2025-03-01,2025,2025Q1,Thursday,3,18-25,<$20,0%,4-5d,-0.18471687740516765,-3.36,0
O109477,C16009,P227567,Fashion,117.49,0.0,3,Credit Card,2025-05-31,2025-06-03,North,No,,Not Returned,352.47,9.63,113.73,36,Female,352.46999999999997,0,0.0,352.47,352.46999999999997,-5.684341886080802e-14,3,,2025-05-01,2025,2025Q2,Saturday,5,36-45,$100-250,0%,0-3d,0.3226657587879819,113.73,0
O109478,C17776,P238665,Beauty,19.72,0.0,4,Credit Card,2024-10-20,2024-10-26,North,No,,Not Returned,78.88,5.14,30.36,68,Male,78.88,0,0.0,78.88,78.88,0.0,6,,2024-10-01,2024,2024Q4,Sunday,10,56-69,<$20,0%,6-7d,0.38488843813387424,30.36,0
O109479,C14943,P232425,Sports,162.44,0.0,3,UPI,2025-09-03,2025-09-09,North,No,,Not Returned,487.32,11.08,135.12,50,Female,487.32,0,0.0,487.32,487.32,0.0,6,,2025-09-01,2025,2025Q3,Wednesday,9,46-55,$100-250,0%,6-7d,0.27727160797833045,135.12,1
O109480,C14694,P241432,Toys,2.22,0.0,1,PayPal,2024-11-08,2024-11-13,South,No,,Not Returned,2.22,1.72,-0.83,54,Male,2.22,0,0.0,2.22,2.22,0.0,5,,2024-11-01,2024,2024Q4,Friday,11,46-55,<$20,0%,4-5d,-0.37387387387387383,-0.83,0
O109481,C10805,P217242,Grocery,58.62,0.0,1,UPI,2024-03-06,2024-03-10,South,No,,Not Returned,58.62,7.42,-2.73,25,Male,58.62,0,0.0,58.62,58.62,0.0,4,,2024-03-01,2024,2024Q1,Wednesday,3,18-25,$50-100,0%,4-5d,-0.04657113613101331,-2.73,0
O109482,C17798,P243949,Home,341.3,0.0,1,Debit Card,2023-09-26,2023-09-30,South,No,,Not Returned,341.3,8.13,87.43,63,Male,341.3,0,0.0,341.3,341.3,0.0,4,,2023-09-01,2023,2023Q3,Tuesday,9,56-69,$250-500,0%,4-5d,0.2561675944916496,87.43,1
O109483,C13791,P218824,Grocery,25.24,0.0,1,COD,2024-07-04,2024-07-07,North,No,,Not Returned,25.24,4.05,-2.03,43,Male,25.24,0,0.0,25.24,25.24,0.0,3,,2024-07-01,2024,2024Q3,Thursday,7,36-45,$20-50,0%,0-3d,-0.08042789223454834,-2.03,0
O109484,C11357,P211898,Grocery,12.67,0.0,1,Debit Card,2023-11-16,2023-11-19,North,No,,Not Returned,12.67,4.29,-3.28,39,Male,12.67,0,0.0,12.67,12.67,0.0,3,,2023-11-01,2023,2023Q4,Thursday,11,36-45,<$20,0%,0-3d,-0.25887924230465664,-3.28,0
O109485,C13225,P234480,Home,113.44,0.0,1,Credit Card,2025-06-18,2025-06-23,South,No,,Not Returned,113.44,6.7,25.06,32,Male,113.44,0,0.0,113.44,113.44,0.0,5,,2025-06-01,2025,2025Q2,Wednesday,6,26-35,$100-250,0%,4-5d,0.22090973201692524,25.06,0
O109486,C13618,P249667,Beauty,6.99,0.1,1,Credit Card,2024-06-10,2024-06-16,East,No,,Not Returned,6.29,4.9,-2.07,41,Male,6.291,0,0.0,6.29,6.99,0.7000000000000002,6,,2024-06-01,2024,2024Q2,Monday,6,36-45,<$20,6-10%,6-7d,-0.32909379968203495,-2.07,0
O109487,C12126,P240123,Sports,15.45,0.3,1,PayPal,2025-04-17,2025-04-23,East,No,,Not Returned,10.82,3.66,-0.41,20,Female,10.815,0,0.0,10.82,15.45,4.629999999999999,6,,2025-04-01,2025,2025Q2,Thursday,4,18-25,<$20,21-30%,6-7d,-0.037892791127541584,-0.41,0
O109488,C16722,P243353,Home,48.91,0.0,1,Wallet,2024-09-22,2024-09-26,West,No,,Not Returned,48.91,6.96,6.73,36,Male,48.91,0,0.0,48.91,48.91,0.0,4,,2024-09-01,2024,2024Q3,Sunday,9,36-45,$20-50,0%,4-5d,0.13759967286853406,6.73,0
O109489,C15974,P217759,Sports,26.09,0.05,2,Debit Card,2024-07-17,2024-07-22,West,No,,Not Returned,49.57,7.15,7.72,45,Female,49.571,0,0.0,49.57,52.18,2.6099999999999994,5,,2024-07-01,2024,2024Q3,Wednesday,7,36-45,$20-50,1-5%,4-5d,0.1557393584829534,7.72,0
O109490,C12460,P223068,Home,118.34,0.0,1,Debit Card,2025-01-21,2025-01-26,East,No,,Not Returned,118.34,8.72,24.42,21,Male,118.34,0,0.0,118.34,118.34,0.0,5,,2025-01-01,2025,2025Q1,Tuesday,1,18-25,$100-250,0%,4-5d,0.20635457157343248,24.42,0
O109491,C10545,P203669,Electronics,181.39,0.1,1,Wallet,2025-05-13,2025-05-20,East,No,,Not Returned,163.25,7.29,12.3,62,Female,163.251,0,0.0,163.25,181.39,18.139999999999986,7,,2025-05-01,2025,2025Q2,Tuesday,5,56-69,$100-250,6-10%,6-7d,0.07534456355283309,12.3,0
O109492,C15728,P214382,Toys,11.65,0.0,1,Credit Card,2025-05-14,2025-05-17,North,No,,Not Returned,11.65,3.66,1.0,37,Male,11.65,0,0.0,11.65,11.65,0.0,3,,2025-05-01,2025,2025Q2,Wednesday,5,36-45,<$20,0%,0-3d,0.08583690987124463,1.0,0
O109493,C16312,P215436,Grocery,1.35,0.0,1,UPI,2024-04-08,2024-04-11,Central,No,,Not Returned,1.35,1.62,-1.51,56,Female,1.35,0,0.0,1.35,1.35,0.0,3,,2024-04-01,2024,2024Q2,Monday,4,56-69,<$20,0%,0-3d,-1.1185185185185185,-1.51,0
O109494,C12728,P218774,Electronics,308.52,0.0,1,Credit Card,2023-11-23,2023-11-29,West,No,,Not Returned,308.52,8.37,28.65,32,Female,308.52,0,0.0,308.52,308.52,0.0,6,,2023-11-01,2023,2023Q4,Thursday,11,26-35,$250-500,0%,6-7d,0.09286269933877869,28.65,0
O109495,C13734,P236030,Toys,23.0,0.3,4,Credit Card,2025-02-18,2025-02-21,North,No,,Not Returned,64.4,6.29,19.47,56,Male,64.39999999999999,0,0.0,64.4,92.0,27.599999999999994,3,,2025-02-01,2025,2025Q1,Tuesday,2,56-69,$20-50,21-30%,0-3d,0.3023291925465838,19.47,0
O109496,C16726,P204638,Home,63.6,0.0,1,Credit Card,2024-06-20,2024-06-25,South,No,,Not Returned,63.6,5.32,12.49,30,Male,63.6,0,0.0,63.6,63.6,0.0,5,,2024-06-01,2024,2024Q2,Thursday,6,26-35,$50-100,0%,4-5d,0.19638364779874215,12.49,0
O109497,C12562,P202866,Beauty,6.45,0.0,1,Debit Card,2024-04-13,2024-04-16,North,No,,Not Returned,6.45,3.25,-0.35,22,Female,6.45,0,0.0,6.45,6.45,0.0,3,,2024-04-01,2024,2024Q2,Saturday,4,18-25,<$20,0%,0-3d,-0.05426356589147286,-0.35,0
O109498,C17481,P209251,Home,170.17,0.05,2,Debit Card,2024-02-28,2024-03-02,Central,No,,Not Returned,323.32,7.42,83.11,52,Female,323.323,0,0.0,323.32,340.34,17.019999999999982,3,,2024-02-01,2024,2024Q1,Wednesday,2,46-55,$100-250,1-5%,0-3d,0.25705183718916247,83.11,0
O109499,C12079,P208948,Beauty,6.38,0.15,1,Credit Card,2024-08-17,2024-08-23,East,No,,Not Returned,5.42,2.75,-0.31,35,Female,5.423,0,0.0,5.42,6.38,0.96,6,,2024-08-01,2024,2024Q3,Saturday,8,26-35,<$20,11-20%,6-7d,-0.05719557195571956,-0.31,0
O109500,C16430,P222878,Home,233.5,0.1,1,Debit Card,2025-06-06,2025-06-13,East,No,,Not Returned,210.15,9.01,49.83,23,Male,210.15,0,0.0,210.15,233.5,23.349999999999994,7,,2025-06-01,2025,2025Q2,Friday,6,18-25,$100-250,6-10%,6-7d,0.2371163454675232,49.83,0
O109501,C12641,P200187,Toys,17.53,0.15,1,Credit Card,2024-05-29,2024-06-01,Central,No,,Not Returned,14.9,3.77,2.19,27,Male,14.900500000000001,0,0.0,14.9,17.53,2.630000000000001,3,,2024-05-01,2024,2024Q2,Wednesday,5,26-35,<$20,11-20%,0-3d,0.14697986577181207,2.19,0
O109502,C13114,P232270,Sports,36.66,0.0,1,UPI,2023-12-18,2023-12-23,East,No,,Not Returned,36.66,4.98,6.02,39,Male,36.66,0,0.0,36.66,36.66,0.0,5,,2023-12-01,2023,2023Q4,Monday,12,36-45,$20-50,0%,4-5d,0.16421167484997273,6.02,0
O109503,C11926,P243341,Home,311.51,0.0,1,Credit Card,2024-11-20,2024-11-23,Central,No,,Not Returned,311.51,9.58,77.64,61,Female,311.51,0,0.0,311.51,311.51,0.0,3,,2024-11-01,2024,2024Q4,Wednesday,11,56-69,$250-500,0%,0-3d,0.24923758466822896,77.64,0
O109504,C10616,P220962,Sports,25.03,0.1,1,COD,2024-10-03,2024-10-07,North,No,,Not Returned,22.53,5.15,1.61,35,Female,22.527,0,0.0,22.53,25.03,2.5,4,,2024-10-01,2024,2024Q4,Thursday,10,26-35,$20-50,6-10%,4-5d,0.07146027518863737,1.61,0
O109505,C17168,P229911,Grocery,13.1,0.0,1,UPI,2024-02-17,2024-02-22,South,No,,Not Returned,13.1,4.42,-3.37,33,Male,13.1,0,0.0,13.1,13.1,0.0,5,,2024-02-01,2024,2024Q1,Saturday,2,26-35,<$20,0%,4-5d,-0.25725190839694656,-3.37,0
O109506,C13644,P219098,Electronics,362.34,0.0,1,PayPal,2024-12-02,2024-12-09,West,No,,Not Returned,362.34,9.31,34.17,45,Male,362.34,0,0.0,362.34,362.34,0.0,7,,2024-12-01,2024,2024Q4,Monday,12,36-45,$250-500,0%,6-7d,0.09430369266434842,34.17,0
O109507,C16413,P207408,Home,15.01,0.0,2,Debit Card,2024-09-25,2024-09-28,North,No,,Not Returned,30.02,5.69,2.72,28,Male,30.02,0,0.0,30.02,30.02,0.0,3,,2024-09-01,2024,2024Q3,Wednesday,9,26-35,<$20,0%,0-3d,0.09060626249167222,2.72,0
O109508,C11203,P216679,Toys,20.5,0.0,1,Credit Card,2024-04-20,2024-04-25,Central,No,,Not Returned,20.5,4.46,3.74,69,Male,20.5,0,0.0,20.5,20.5,0.0,5,,2024-04-01,2024,2024Q2,Saturday,4,56-69,$20-50,0%,4-5d,0.18243902439024393,3.74,0
O109509,C11759,P203533,Sports,126.51,0.2,4,COD,2025-07-10,2025-07-14,West,No,,Not Returned,404.83,8.41,113.04,38,Female,404.83200000000005,0,0.0,404.83,506.04,101.21000000000004,4,,2025-07-01,2025,2025Q3,Thursday,7,36-45,$100-250,11-20%,4-5d,0.2792283180594324,113.04,0
O109510,C12565,P204140,Grocery,32.72,0.1,2,Credit Card,2024-04-15,2024-04-20,West,No,,Not Returned,58.9,5.51,-0.8,66,Female,58.896,0,0.0,58.9,65.44,6.539999999999999,5,,2024-04-01,2024,2024Q2,Monday,4,56-69,$20-50,6-10%,4-5d,-0.013582342954159594,-0.8,0
O109511,C13174,P236810,Electronics,451.12,0.0,2,UPI,2025-05-02,2025-05-07,East,No,,Not Returned,902.24,9.28,98.99,63,Male,902.24,0,0.0,902.24,902.24,0.0,5,,2025-05-01,2025,2025Q2,Friday,5,56-69,$250-500,0%,4-5d,0.10971581840751905,98.99,0
O109512,C13081,P226618,Toys,15.03,0.05,2,Credit Card,2023-11-27,2023-12-01,Central,No,,Not Returned,28.56,5.26,6.16,22,Male,28.557,0,0.0,28.56,30.06,1.5,4,,2023-11-01,2023,2023Q4,Monday,11,18-25,<$20,1-5%,4-5d,0.21568627450980393,6.16,0
O109513,C12630,P220654,Toys,39.75,0.0,1,Credit Card,2024-04-28,2024-05-03,East,No,,Not Returned,39.75,6.73,9.17,45,Female,39.75,0,0.0,39.75,39.75,0.0,5,,2024-04-01,2024,2024Q2,Sunday,4,36-45,$20-50,0%,4-5d,0.23069182389937107,9.17,0
O109514,C13161,P230775,Toys,10.59,0.0,1,Credit Card,2025-09-04,2025-09-08,South,No,,Not Returned,10.59,3.96,0.28,63,Other,10.59,0,0.0,10.59,10.59,0.0,4,,2025-09-01,2025,2025Q3,Thursday,9,56-69,<$20,0%,4-5d,0.026440037771482534,0.28,1
O109515,C14321,P240501,Beauty,50.4,0.2,1,UPI,2024-03-14,2024-03-19,West,No,,Not Returned,40.32,4.52,13.62,29,Male,40.32,0,0.0,40.32,50.4,10.079999999999998,5,,2024-03-01,2024,2024Q1,Thursday,3,26-35,$50-100,11-20%,4-5d,0.337797619047619,13.62,0
O109516,C10669,P214676,Electronics,653.76,0.0,1,Wallet,2023-10-30,2023-11-04,West,No,,Not Returned,653.76,10.57,67.88,43,Female,653.76,0,0.0,653.76,653.76,0.0,5,,2023-10-01,2023,2023Q4,Monday,10,36-45,$500+,0%,4-5d,0.10383015173764072,67.88,0
O109517,C15859,P206005,Beauty,25.67,0.05,1,Debit Card,2025-01-25,2025-01-29,West,No,,Not Returned,24.39,5.09,5.89,38,Female,24.3865,0,0.0,24.39,25.67,1.2800000000000011,4,,2025-01-01,2025,2025Q1,Saturday,1,36-45,$20-50,1-5%,4-5d,0.24149241492414922,5.89,0
O109518,C15012,P205870,Home,65.64,0.0,1,Debit Card,2025-04-09,2025-04-14,East,No,,Not Returned,65.64,6.4,11.98,23,Female,65.64,0,0.0,65.64,65.64,0.0,5,,2025-04-01,2025,2025Q2,Wednesday,4,18-25,$50-100,0%,4-5d,0.1825106642291286,11.98,0
O109519,C16269,P203904,Beauty,24.92,0.0,1,PayPal,2025-05-25,2025-05-28,Central,No,,Not Returned,24.92,5.0,6.21,54,Male,24.92,0,0.0,24.92,24.92,0.0,3,,2025-05-01,2025,2025Q2,Sunday,5,46-55,$20-50,0%,0-3d,0.24919743178170142,6.21,0
O109520,C17099,P248235,Sports,242.4,0.05,1,Credit Card,2025-06-08,2025-06-12,Central,No,,Not Returned,230.28,9.4,59.68,59,Male,230.28,0,0.0,230.28,242.4,12.120000000000005,4,,2025-06-01,2025,2025Q2,Sunday,6,56-69,$100-250,1-5%,4-5d,0.25916275838110125,59.68,0
O109521,C17376,P211973,Beauty,27.8,0.15,1,UPI,2025-08-30,2025-09-05,East,No,,Not Returned,23.63,6.1,4.53,48,Female,23.63,0,0.0,23.63,27.8,4.170000000000002,6,,2025-08-01,2025,2025Q3,Saturday,8,46-55,$20-50,11-20%,6-7d,0.19170545916208212,4.53,0
O109522,C13168,P246976,Fashion,95.11,0.2,1,Debit Card,2025-06-17,2025-06-22,South,No,,Not Returned,76.09,5.24,21.39,33,Male,76.08800000000001,0,0.0,76.09,95.11,19.019999999999996,5,,2025-06-01,2025,2025Q2,Tuesday,6,26-35,$50-100,11-20%,4-5d,0.281114469706926,21.39,0
O109523,C12121,P202261,Beauty,13.35,0.1,1,UPI,2024-02-26,2024-03-03,North,No,,Not Returned,12.02,3.16,2.25,36,Male,12.015,0,0.0,12.02,13.35,1.33,6,,2024-02-01,2024,2024Q1,Monday,2,36-45,<$20,6-10%,6-7d,0.18718801996672213,2.25,0
O109524,C17794,P245813,Electronics,162.37,0.1,3,PayPal,2024-11-05,2024-11-08,North,Yes,2024-11-30,No longer needed,438.4,10.1,42.51,65,Male,438.399,1,438.4,0.0,487.11,48.710000000000036,3,22.0,2024-11-01,2024,2024Q4,Tuesday,11,56-69,$100-250,6-10%,0-3d,0.09696624087591241,0.0,0
O109525,C15310,P217804,Electronics,146.04,0.0,2,Credit Card,2023-10-31,2023-11-03,North,No,,Not Returned,292.08,8.16,26.89,38,Male,292.08,0,0.0,292.08,292.08,0.0,3,,2023-10-01,2023,2023Q4,Tuesday,10,36-45,$100-250,0%,0-3d,0.09206381813201864,26.89,0
O109526,C14078,P223077,Home,98.98,0.15,1,PayPal,2025-01-29,2025-02-03,East,No,,Not Returned,84.13,6.34,17.22,43,Female,84.133,0,0.0,84.13,98.98,14.850000000000009,5,,2025-01-01,2025,2025Q1,Wednesday,1,36-45,$50-100,11-20%,4-5d,0.20468322833709734,17.22,0
O109527,C15801,P247276,Sports,65.62,0.2,2,Credit Card,2024-03-17,2024-03-21,North,No,,Not Returned,104.99,7.46,24.04,59,Female,104.99200000000002,0,0.0,104.99,131.24,26.250000000000014,4,,2024-03-01,2024,2024Q1,Sunday,3,56-69,$50-100,11-20%,4-5d,0.22897418801790648,24.04,0
O109528,C15938,P224680,Toys,39.87,0.0,1,PayPal,2024-09-02,2024-09-07,South,No,,Not Returned,39.87,4.96,10.99,61,Other,39.87,0,0.0,39.87,39.87,0.0,5,,2024-09-01,2024,2024Q3,Monday,9,56-69,$20-50,0%,4-5d,0.2756458490092802,10.99,0
O109529,C16079,P216862,Beauty,5.93,0.0,1,COD,2025-04-10,2025-04-16,West,No,,Not Returned,5.93,1.84,0.83,62,Female,5.93,0,0.0,5.93,5.93,0.0,6,,2025-04-01,2025,2025Q2,Thursday,4,56-69,<$20,0%,6-7d,0.1399662731871838,0.83,0
O109530,C17883,P221902,Toys,17.88,0.0,2,UPI,2025-03-12,2025-03-17,West,No,,Not Returned,35.76,4.83,9.47,61,Male,35.76,0,0.0,35.76,35.76,0.0,5,,2025-03-01,2025,2025Q1,Wednesday,3,56-69,<$20,0%,4-5d,0.2648210290827741,9.47,0
O109531,C14151,P239345,Electronics,217.87,0.1,1,Debit Card,2024-04-06,2024-04-11,East,No,,Not Returned,196.08,6.38,17.15,47,Female,196.083,0,0.0,196.08,217.87,21.789999999999992,5,,2024-04-01,2024,2024Q2,Saturday,4,46-55,$100-250,6-10%,4-5d,0.08746430028559771,17.15,0
O109532,C10719,P239553,Grocery,37.52,0.0,1,Credit Card,2025-08-06,2025-08-13,East,No,,Not Returned,37.52,6.12,-3.12,69,Female,37.52,0,0.0,37.52,37.52,0.0,7,,2025-08-01,2025,2025Q3,Wednesday,8,56-69,$20-50,0%,6-7d,-0.08315565031982942,-3.12,0
O109533,C12600,P208884,Grocery,21.45,0.1,4,UPI,2024-03-11,2024-03-15,Central,No,,Not Returned,77.22,7.1,-0.92,64,Female,77.22,0,0.0,77.22,85.8,8.579999999999998,4,,2024-03-01,2024,2024Q1,Monday,3,56-69,$20-50,6-10%,4-5d,-0.011914011914011915,-0.92,0
O109534,C16175,P203038,Beauty,16.92,0.1,4,Wallet,2025-04-07,2025-04-12,North,No,,Not Returned,60.91,5.95,21.46,61,Female,60.912000000000006,0,0.0,60.91,67.68,6.77000000000001,5,,2025-04-01,2025,2025Q2,Monday,4,56-69,<$20,6-10%,4-5d,0.35232309965522907,21.46,0
O109535,C13598,P232961,Electronics,382.59,0.0,1,COD,2024-12-11,2024-12-19,East,No,,Not Returned,382.59,10.53,35.38,22,Female,382.59,0,0.0,382.59,382.59,0.0,8,,2024-12-01,2024,2024Q4,Wednesday,12,18-25,$250-500,0%,8-10d,0.09247497320891818,35.38,0
